ORPHAcode	PreferredTerm	Synonyms	ICDcodes
3329	Tibial aplasia-ectrodactyly syndrome	Tibial hemimelia-ectrodactyly syndrome	
3328	Absent tibia-polydactyly-arachnoid cyst syndrome		
3328	Absent tibia-polydactyly-arachnoid cyst syndrome	Holmes-Collins syndrome	
3327	Thyrocerebrorenal syndrome		N15.8
3327	Thyrocerebrorenal syndrome	Cutler-Bass-Romshe syndrome	
3326	Thymic-renal-anal-lung dysplasia		Q87.8
3322	Hoyeraal-Hreidarsson syndrome		D61.0
3322	Hoyeraal-Hreidarsson syndrome	Progressive pancytopenia-immunodeficiency-cerebellar hypoplasia syndrome	
3317	Thoracolaryngopelvic dysplasia		Q77.2
3317	Thoracolaryngopelvic dysplasia	Barnes syndrome	
3316	Thomas syndrome		Q87.8
3316	Thomas syndrome	Potter sequence-cleft lip/palate-cardiopathy syndrome	
3314	Thiemann disease, familial form		M93.2
3314	Thiemann disease, familial form	Aseptic necrosis of phalangeal epiphyses	
3314	Thiemann disease, familial form	Osteochondrosis of phalangeal epiphyses	
3355	Trichoodontoonychial dysplasia		Q82.4
3355	Trichoodontoonychial dysplasia	Trichoodontoonychial dysplasia with bone deficiency in frontoparietal region	
275555	Preeclampsia		O14.2
275555	Preeclampsia		O14.9
275555	Preeclampsia		O14.0
275555	Preeclampsia		O14.1
275543	L1 syndrome		Q04.8
275543	L1 syndrome	CRASH syndrome	
275543	L1 syndrome	Corpus callosum hypoplasia-retardation-adducted thumbs-spasticity-hydrocephalus syndrome	
275543	L1 syndrome	L1CAM syndrome	
3353	Trichodermodysplasia-dental alterations syndrome		Q82.4
3353	Trichodermodysplasia-dental alterations syndrome	Pinheiro-Freire Maia-Miranda syndrome	
275523	Dianzani autoimmune lymphoproliferative disease		D47.9
275523	Dianzani autoimmune lymphoproliferative disease	DALD	
3351	Trichodental syndrome		Q82.4
3351	Trichodental syndrome	Kersey syndrome	
275517	Autoimmune lymphoproliferative syndrome with recurrent viral infections		D47.9
275517	Autoimmune lymphoproliferative syndrome with recurrent viral infections	ALPS with recurrent viral infections	
275517	Autoimmune lymphoproliferative syndrome with recurrent viral infections	CEDS	
275517	Autoimmune lymphoproliferative syndrome with recurrent viral infections	Caspase 8 deficiency syndrome	
3352	Tricho-dento-osseous syndrome		Q82.4
3352	Tricho-dento-osseous syndrome	TDO syndrome	
3350	Tremor-nystagmus-duodenal ulcer syndrome		G25.0
3350	Tremor-nystagmus-duodenal ulcer syndrome	Neuhauser-Daly-Magnelli syndrome	
3344	Weismann-Netter syndrome		Q77.8
3344	Weismann-Netter syndrome	Anterior bowing of legs with dwarfism	
3344	Weismann-Netter syndrome	WNS	
3344	Weismann-Netter syndrome	Weismann-Netter-Stuhl syndrome	
3347	Mounier-Kühn syndrome		J98.0
3347	Mounier-Kühn syndrome	Congenital tracheobronchomegaly	
3347	Mounier-Kühn syndrome	Idiopathic tracheobronchomegaly	
3347	Mounier-Kühn syndrome	Tracheobronchomegaly	
3341	Torticollis-keloids-cryptorchidism-renal dysplasia syndrome		Q87.8
3342	Arterial tortuosity syndrome		I77.1
3342	Arterial tortuosity syndrome	ATS	
3339	Toriello-Lacassie-Droste syndrome		Q82.4
3339	Toriello-Lacassie-Droste syndrome	Aplasia cutis congenita-epibulbar dermoids syndrome	
3339	Toriello-Lacassie-Droste syndrome	Oculoectodermal syndrome	
3338	Toriello-Carey syndrome		Q87.8
3338	Toriello-Carey syndrome	Corpus callosum agenesis-blepharophimosis-Robin sequence syndrome	
3469	XK aprosencephaly syndrome		Q04.3
3469	XK aprosencephaly syndrome	Garcia-Lurie syndrome	
3469	XK aprosencephaly syndrome	XK syndrome	
3469	XK aprosencephaly syndrome	XK-aprosencephaly	
3472	Yunis-Varon syndrome		Q87.8
3472	Yunis-Varon syndrome	Cleidocranial dysplasia-micrognathia-absent thumbs syndrome	
3471	Young syndrome		N46
3471	Young syndrome	Azoospermia-sinopulmonary infections syndrome	
3471	Young syndrome	Sinusitis-infertility syndrome	
3319	Congenital amegakaryocytic thrombocytopenia		D61.0
3319	Congenital amegakaryocytic thrombocytopenia	CAMT	
3473	Zimmermann-Laband syndrome		Q87.8
3473	Zimmermann-Laband syndrome	Gingival fibromatosis-hepatosplenomegaly-other anomalies syndrome	
3473	Zimmermann-Laband syndrome	Laband syndrome	
3459	Wilson-Turner syndrome		Q87.8
3459	Wilson-Turner syndrome	WTS	
3459	Wilson-Turner syndrome	X-linked intellectual disability-gynecomastia-obesity syndrome	
3464	Woodhouse-Sakati syndrome		Q87.5
3464	Woodhouse-Sakati syndrome	Diabetes-hypogonadism-deafness-intellectual disability syndrome	
3464	Woodhouse-Sakati syndrome	Diabetes-hypogonadism-hearing loss-intellectual disability syndrome	
3466	WT limb-blood syndrome		D61.0
3465	Worster-Drought syndrome		G80.8
3465	Worster-Drought syndrome	Congenital suprabulbar paresis	
2995	Baraitser-Winter cerebrofrontofacial syndrome		Q87.0
3200	Arthrogryposis-ectodermal dysplasia syndrome		Q68.8
3200	Arthrogryposis-ectodermal dysplasia syndrome	Stoll-Alembik-Finck syndrome	
1570	Symbrachydactyly of hands and feet		Q73.8
1570	Symbrachydactyly of hands and feet	De Smet-Fabry-Fryns syndrome	
3243	Sweet syndrome		L98.2
3243	Sweet syndrome	Acute febrile neutrophilic dermatosis	
1827	Acromelic frontonasal dysplasia		Q75.8
1827	Acromelic frontonasal dysplasia	AFND	
1827	Acromelic frontonasal dysplasia	Acromelic frontonasal dysostosis	
1827	Acromelic frontonasal dysplasia	Toriello syndrome	
3424	Velo-facial-skeletal syndrome		Q87.0
3433	Microcephaly-brachydactyly-kyphoscoliosis syndrome		Q87.8
3433	Microcephaly-brachydactyly-kyphoscoliosis syndrome	Viljoen-Kallis-Voges syndrome	
3429	Verloove Vanhorick-Brubakk syndrome		Q87.8
3429	Verloove Vanhorick-Brubakk syndrome	Cleft lip-limb and heart malformations syndrome	
2460	Van den Ende-Gupta syndrome		Q87.0
2460	Van den Ende-Gupta syndrome	Marden-Walker-like syndrome	
2460	Van den Ende-Gupta syndrome	VDEGS	
268940	Bilateral polymicrogyria		Q04.3
268943	Unilateral polymicrogyria		Q04.3
3416	Hyperostosis corticalis generalisata		M85.2
3416	Hyperostosis corticalis generalisata	Hyperphosphatasemia tarda	
3416	Hyperostosis corticalis generalisata	Van Buchem disease	
268936	Isolated arhinencephaly		Q04.1
3417	Van den Bosch syndrome		Q87.8
269229	Pontine tegmental cap dysplasia		Q04.8
269229	Pontine tegmental cap dysplasia	PTCD	
3453	Autoimmune polyendocrinopathy type 1		E31.0
3453	Autoimmune polyendocrinopathy type 1	APECED syndrome	
3453	Autoimmune polyendocrinopathy type 1	APS type 1	
3453	Autoimmune polyendocrinopathy type 1	APS1	
3453	Autoimmune polyendocrinopathy type 1	Autoimmune hypoparathyroidism-chronic candidiasis-Addison disease syndrome	
3453	Autoimmune polyendocrinopathy type 1	Autoimmune polyendocrine syndrome type 1	
3453	Autoimmune polyendocrinopathy type 1	Autoimmune polyendocrinopathy-candidiasis-ectodermal dystrophy syndrome	
3453	Autoimmune polyendocrinopathy type 1	Autoimmune polyglandular syndrome type 1	
3453	Autoimmune polyendocrinopathy type 1	HAM syndrome	
3453	Autoimmune polyendocrinopathy type 1	Hypoparathyroidism-Addison disease-mucocutaneous candidiasis syndrome	
3453	Autoimmune polyendocrinopathy type 1	MEDAC syndrome	
3453	Autoimmune polyendocrinopathy type 1	Multiple endocrine deficiency-Addison disease-candidiasis syndrome	
3448	Weaver-Williams syndrome		Q87.8
269221	Isolated bilateral hemispheric cerebellar hypoplasia		Q04.3
3449	Weill-Marchesani syndrome		Q87.0
3449	Weill-Marchesani syndrome	Spherophakia-brachymorphia syndrome	
269218	Isolated unilateral hemispheric cerebellar hypoplasia		Q04.3
3456	Wildervanck syndrome		Q87.8
3456	Wildervanck syndrome	Cervicooculoacoustic syndrome	
3454	Intellectual disability-developmental delay-contractures syndrome		G71.8
3454	Intellectual disability-developmental delay-contractures syndrome	Foot contractures-muscle atrophy-oculomotor apraxia syndrome	
3454	Intellectual disability-developmental delay-contractures syndrome	Wieacker-Wolff syndrome	
3455	Wiedemann-Rautenstrauch syndrome		E34.8
3455	Wiedemann-Rautenstrauch syndrome	Neonatal progeroid syndrome	
269203	Isolated cerebellar vermis agenesis		Q04.3
269197	Glioependymal/ependymal cyst		G93.0
3434	MMEP syndrome		Q87.8
3434	MMEP syndrome	MCOPS8	
3434	MMEP syndrome	Microcephaly-microphthalmia-ectrodactyly of lower limbs-prognathism syndrome	
3434	MMEP syndrome	Syndromic microphthalmia type 8	
3434	MMEP syndrome	Viljoen-Smart syndrome	
1856	Spondyloperipheral dysplasia-short ulna syndrome		Q77.7
280315	Autoimmune pancreatitis type 2		K86.1
280315	Autoimmune pancreatitis type 2	AIP type 2	
280315	Autoimmune pancreatitis type 2	Duct-centric pancreatitis	
3181	Sprengel deformity		Q74.0
3181	Sprengel deformity	High scapula	
280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16		G71.0
280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16	Alpha-dystroglycan-related LGMD R16	
280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16	Autosomal recessive limb-girdle muscular dystrophy type 2P	
280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16	LGMD type 2P	
280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16	LGMD2P	
280333	Alpha-dystroglycan-related limb-girdle muscular dystrophy R16	Limb-girdle muscular dystrophy type 2P	
280325	Distal deletion 12p		Q93.5
280325	Distal deletion 12p	12p13.33 microdeletion syndrome	
280325	Distal deletion 12p	Del(12)(p13.33)	
280325	Distal deletion 12p	Distal monosomy 12p	
3194	Corneodermatoosseous syndrome		H18.5
3194	Corneodermatoosseous syndrome	CDO syndrome	
3194	Corneodermatoosseous syndrome	Stern-Lubinsky-Durrie syndrome	
280365	Autosomal semi-dominant severe lipodystrophic laminopathy		E88.1
280379	Erythropoietic uroporphyria associated with myeloid malignancy		E80.2
3197	Hereditary hyperekplexia		G25.8
3197	Hereditary hyperekplexia	Congenital stiff man syndrome	
3197	Hereditary hyperekplexia	Familial startle disease	
3197	Hereditary hyperekplexia	Hereditary hyperexplexia	
3197	Hereditary hyperekplexia	Kok disease	
3197	Hereditary hyperekplexia	Stiff baby syndrome	
3199	Stimmler syndrome		Q87.1
3184	Steatocystoma multiplex-natal teeth syndrome		L72.2
3186	Holoprosencephaly-radial heart renal anomalies syndrome		Q87.8
3186	Holoprosencephaly-radial heart renal anomalies syndrome	Steinfeld syndrome	
3191	Subaortic stenosis-short stature syndrome		Q87.8
3191	Subaortic stenosis-short stature syndrome	Onat syndrome	
3193	Supravalvular aortic stenosis		Q25.3
3193	Supravalvular aortic stenosis	SVAS	
280356	PLIN1-related familial partial lipodystrophy		E88.1
280356	PLIN1-related familial partial lipodystrophy	FPLD4	
280356	PLIN1-related familial partial lipodystrophy	PLIN1-related FPLD	
3214	Deaf blind hypopigmentation syndrome, Yemenite type		Q13.8
3214	Deaf blind hypopigmentation syndrome, Yemenite type	Warburg-Thomsen syndrome	
3214	Deaf blind hypopigmentation syndrome, Yemenite type	Yemenite deaf-blind hypopigmentation syndrome	
280403	Familial omphalocele syndrome with facial dysmorphism		Q79.2
280406	Familial steroid-resistant nephrotic syndrome with sensorineural deafness		N04.8
280406	Familial steroid-resistant nephrotic syndrome with sensorineural deafness	Familial steroid-resistant nephrotic syndrome with sensorineural hearing loss	
3210	Summitt syndrome		Q82.0
3201	Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome		Q87.8
3201	Ventricular extrasystoles with syncopal episodes-perodactyly-Robin sequence syndrome	Stoll-Kieny-Dott syndrome	
280384	Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome		
280384	Recessive intellectual disability-motor dysfunction-multiple joint contractures syndrome	IDMDC	
280397	Familial Alzheimer-like prion disease		A81.8
280576	Nestor-Guillermo progeria syndrome		E34.8
280576	Nestor-Guillermo progeria syndrome	NGPS	
3220	Deafness-enamel hypoplasia-nail defects syndrome		Q82.4
3220	Deafness-enamel hypoplasia-nail defects syndrome	Hearing loss-enamel hypoplasia-nail defects syndrome	
3220	Deafness-enamel hypoplasia-nail defects syndrome	Heimler syndrome	
3219	Fountain syndrome		Q87.8
3219	Fountain syndrome	Deafness-skeletal dysplasia-coarse face with full lips syndrome	
3219	Fountain syndrome	Deafness-skeletal dysplasia-lip granuloma syndrome	
3219	Fountain syndrome	Hearing loss-skeletal dysplasia-coarse face with full lips syndrome	
3219	Fountain syndrome	Hearing loss-skeletal dysplasia-lip granuloma syndrome	
3222	Phosphoribosylpyrophosphate synthetase superactivity		E79.8
3222	Phosphoribosylpyrophosphate synthetase superactivity	PRPP synthetase superactivity	
3222	Phosphoribosylpyrophosphate synthetase superactivity	PRPS1 superactivity	
280586	Chondrodysplasia with joint dislocations, gPAPP type		M85.0
280586	Chondrodysplasia with joint dislocations, gPAPP type	gPAPP deficiency	
3217	Deafness-small bowel diverticulosis-neuropathy syndrome		G60.8
3217	Deafness-small bowel diverticulosis-neuropathy syndrome	Groll-Hirschowitz syndrome	
3217	Deafness-small bowel diverticulosis-neuropathy syndrome	Hearing loss-small bowel diverticulosis-neuropathy syndrome	
280553	Fatal infantile hypertonic myofibrillar myopathy		G71.2
280558	Warsaw breakage syndrome		Q87.8
280558	Warsaw breakage syndrome	WABS	
3216	Conductive deafness-malformed external ear syndrome		Q17.8
3216	Conductive deafness-malformed external ear syndrome	Conductive hearing loss-malformed external ear syndrome	
3216	Conductive deafness-malformed external ear syndrome	Mengel-Konigsmark syndrome	
3218	Deafness-epiphyseal dysplasia-short stature syndrome		Q87.5
3218	Deafness-epiphyseal dysplasia-short stature syndrome	Chitty-Hall-Baraitser syndrome	
3218	Deafness-epiphyseal dysplasia-short stature syndrome	Hearing loss-epiphyseal dysplasia-short stature syndrome	
647	Nijmegen breakage syndrome		Q87.8
647	Nijmegen breakage syndrome	AT V1	
647	Nijmegen breakage syndrome	Ataxia-telangiectasia, variant 1	
647	Nijmegen breakage syndrome	Berlin breakage syndrome	
647	Nijmegen breakage syndrome	Immunodeficiency-microcephaly-chromosomal instability syndrome	
647	Nijmegen breakage syndrome	Microcephaly-immunodeficiency-lymphoid malignancy syndrome	
647	Nijmegen breakage syndrome	NBS	
647	Nijmegen breakage syndrome	Seemanova syndrome type 2	
280062	Calciphylaxis		E83.5
279947	Postorgasmic illness syndrome		F52.3
279947	Postorgasmic illness syndrome	POIS	
279943	Hereditary neutrophilia		D72.8
279934	Mitochondrial DNA depletion syndrome, hepatocerebral form due to DGUOK deficiency		E88.8
3152	Sclerosteosis		M85.2
3152	Sclerosteosis	Cortical hyperostosis-syndactyly syndrome	
279928	Paraneoplastic uveitis		H57.8
279925	Infectious panuveitis		H44.1
279922	Infectious anterior uveitis		H20.0
279922	Infectious anterior uveitis		H20.1
279922	Infectious anterior uveitis		H20.2
279922	Infectious anterior uveitis		H20.8
279922	Infectious anterior uveitis		H20.9
280142	Severe combined immunodeficiency due to LCK deficiency		D81.1
280142	Severe combined immunodeficiency due to LCK deficiency	SCID due to LCK deficiency	
280142	Severe combined immunodeficiency due to LCK deficiency	SCID due to lymphocyte-specific protein tyrosine kinase deficiency	
280142	Severe combined immunodeficiency due to LCK deficiency	Severe combined immunodeficiency due to lymphocyte-specific protein tyrosine kinase deficiency	
3164	Omphalocele syndrome, Shprintzen-Goldberg type		Q79.2
3168	Sillence syndrome		Q74.8
3168	Sillence syndrome	Brachydactyly-symphalangism syndrome	
280133	Complement component 3 deficiency		D84.1
280133	Complement component 3 deficiency	C3 deficiency	
3163	SHORT syndrome		Q87.1
3163	SHORT syndrome	Lipodystrophy-Rieger anomaly-diabetes syndrome	
3163	SHORT syndrome	Rieger anomaly-partial lipodystrophy syndrome	
1479	Atrial septal defect-atrioventricular conduction defects syndrome		Q21.1
3156	Senior-Loken syndrome		Q61.5
3156	Senior-Loken syndrome	Nephronophthisis with retinal dystrophy	
3156	Senior-Loken syndrome	Renal dysplasia-retinal aplasia syndrome	
3156	Senior-Loken syndrome	SLSN	
280071	ALG11-CDG		E77.8
280071	ALG11-CDG	CDG syndrome type Ip	
280071	ALG11-CDG	CDG-Ip	
280071	ALG11-CDG	CDG1P	
280071	ALG11-CDG	Carbohydrate deficient glycoprotein syndrome type Ip	
280071	ALG11-CDG	Congenital disorder of glycosylation type 1p	
280071	ALG11-CDG	Congenital disorder of glycosylation type Ip	
3157	Septo-optic dysplasia spectrum		Q04.4
3157	Septo-optic dysplasia spectrum	De Morsier syndrome	
3157	Septo-optic dysplasia spectrum	SOD	
3157	Septo-optic dysplasia spectrum	Septo-optic dysplasia	
3180	Spondylocamptodactyly syndrome		Q87.5
280200	Microform holoprosencephaly		Q04.2
280200	Microform holoprosencephaly	HPE, minor form	
280200	Microform holoprosencephaly	HPE-L	
280200	Microform holoprosencephaly	Holoprosencephaly, minor form	
280200	Microform holoprosencephaly	Holoprosencephaly-like	
280200	Microform holoprosencephaly	Microform HPE	
3177	Spinocerebellar degeneration-corneal dystrophy syndrome		G11.1
3177	Spinocerebellar degeneration-corneal dystrophy syndrome	Der Kaloustian-Jarudi-Khoury syndrome	
3175	X-linked spasticity-intellectual disability-epilepsy syndrome		G25.3
3172	Eyebrow duplication-syndactyly syndrome		
280183	Methylmalonic aciduria due to transcobalamin receptor defect		E71.1
280183	Methylmalonic aciduria due to transcobalamin receptor defect	Methylmalonic acidemia, TCb1R type	
280183	Methylmalonic aciduria due to transcobalamin receptor defect	Methylmalonic acidemia, TCbIR type	
280270	Pelizaeus-Merzbacher-like disease		E75.2
280270	Pelizaeus-Merzbacher-like disease	PMLD	
1855	Spondyloenchondrodysplasia		Q77.7
1855	Spondyloenchondrodysplasia	SPENCD	
1855	Spondyloenchondrodysplasia	Spondyloenchondromatosis	
1855	Spondyloenchondrodysplasia	Spondylometaphyseal dysplasia with enchondromatous changes	
